whisper_text,actual_text,whisper_start,actual_start,whisper_end,actual_end
käfig,käfig,65.96,66.0259399414,66.58,66.8560562134
ist,ist,66.58,66.8560562134,67.18,67.3436737061
zu,zu,67.18,67.3436737061,67.6,67.7993621826
klein,klein,67.6,67.7993621826,68.5,69.0387268066
für,für,68.5,69.790473938,69.92,70.0393676758
das,das,69.92,70.0393676758,70.38,70.4304733276
was,was,70.62,70.5371398926,70.74,70.7947387695
ich,ich,70.74,70.7947387695,70.98,71.0617675781
leben,leben,70.98,71.0617675781,71.62,71.9238128662
will,will,71.62,71.9238128662,72.5,72.6044464111
leben,leben,72.76,73.9555587769,75.18,76.0308380127
will,will,75.18,76.0308380127,77.16,77.1860351562
ich,ich,77.72,78.6024475098,78.8,78.9101104736
würde,würde,78.8,78.9101104736,79.24,79.2665786743
viel,viel,79.24,79.3853988647,79.7,79.8780975342
geben,geben,79.7,79.8780975342,80.8,81.6507949829
könnte,könnt,80.8,82.5447616577,82.86,82.8850784302
ich,ich,82.86,82.8850784302,83.24,83.1746063232
dir,dir,83.24,83.3828582764,83.62,83.756187439
schmerz,schmerz,83.62,83.8806381226,84.34,84.3631744385
ersparen,ersparen,84.34,84.3631744385,84.88000000000001,85.4044418335
doch,doch,85.66,85.988571167,86.18,86.2069854736
dies,dies,86.18,86.3593673706,86.74,86.760635376
gebe,geb,86.74,86.8513412476,87.28,87.3396835327
ich,ich,87.28,87.3396835327,87.78,87.7854003906
nicht,nicht,87.78,87.9339675903,88.66,89.4171447754
meine,meine,88.66,89.7726974487,89.92,90.0774612427
freiheit,freiheit,89.92,90.0774612427,90.62,91.006980896
gehört,gehört,90.62,91.3168258667,91.78,91.9415893555
mir,mir,91.78,91.9415893555,92.52,93.309387207
ich,greif,96.7,126.8469848633,96.86,127.2676620483
würde,die,96.86,127.4078903198,97.02,127.767074585
viel,chance,97.02,127.8868026733,97.1,129.8416290283
geben,fasse,97.1,130.7805938721,97.14,131.837097168
ich,mut,110.64,131.837097168,110.8,133.3130187988
würde,befreie,110.8,133.8049926758,110.96,135.3752441406
viel,dich,110.96,135.3752441406,110.98,135.932510376
geben,auch,110.98,135.932510376,111.0,137.449798584
ich,befreie,111.02,137.7523803711,111.04,138.8727416992
würde,dich,111.04,138.8727416992,111.26,139.5867614746
viel,von,111.26,139.5867614746,111.26,140.0888824463
geben,mir,111.26,140.0888824463,111.34,147.8008117676
ich,ich,111.34,149.7295227051,111.62,149.919631958
würde,folge,111.62,150.0241241455,131.32,150.9529266357
viel,meinem,131.32,151.0051727295,140.08,151.7772369385
geben,herzen,140.08,151.8294830322,140.4,153.1123809814
ich,woher,148.51999999999998,153.7857666016,149.88,155.0831756592
folge,es,149.88,155.0831756592,150.94,155.4924316406
meinem,auch,150.94,155.6143341064,151.62,156.0148773193
herzen,ruft,151.62,156.0148773193,152.76,156.6998596191
wo,und,153.78,157.7970123291,154.0,158.0698394775
er,flieg,154.0,158.0698394775,154.56,158.3658905029
es,mich,154.56,158.3658905029,155.54,158.8390045166
dort,frei,155.54,158.8390045166,155.84,159.3324279785
ruft,von,155.84,159.5022277832,156.74,160.0087127686
und,jedem,156.74,160.0087127686,157.9,160.8069000244
flieg,zwang,157.9,160.8069000244,158.32,161.2916107178
mich,ein,158.32,161.4976806641,158.72,162.0520629883
frei,käfig,158.72,162.0520629883,159.24,162.8850860596
von,ist,159.24,162.8850860596,159.86,163.3785095215
jedem,zu,159.86,163.3785095215,160.66,163.7638092041
zwang,klein,160.66,163.8922424316,161.2,165.0648498535
ein,für,161.2,165.7701568604,161.88,166.0850830078
käfig,das,161.88,166.0850830078,162.6,166.4507904053
ist,was,162.6,166.5219116211,163.16,166.786026001
zu,ich,163.16,166.786026001,163.66,167.0356445312
klein,leben,163.66,167.0356445312,164.42,167.9093017578
für,will,165.08,167.9093017578,165.88,168.6784515381
das,leben,165.88,169.987487793,166.38,172.0279388428
was,will,166.58,172.0279388428,166.7,173.424041748
ich,erfüllung,166.7,174.3296203613,166.96,175.0958709717
leben,deiner,166.96,175.0958709717,167.66,175.7228088379
will,träume,167.66,175.9317932129,168.6,177.4367370605
erfüllung,will,173.64,178.5701599121,175.04,178.8865356445
deiner,ich,175.04,178.8865356445,175.64,179.2881622314
träume,dir,175.64,179.4220428467,176.64,179.9343261719
will,wünschen,176.64,179.9343261719,178.8,181.565536499
ich,erbaue,178.8,181.847076416,179.28,182.3542785645
dir,dir,179.28,182.3542785645,179.72,182.6285705566
wünschen,eine,179.72,182.6285705566,181.38,182.8571472168
erbau,neue,181.38,182.8571472168,182.24,183.7496643066
dir,welt,182.24,183.9281616211,182.42,185.1646270752
eine,einen,182.42,185.7893829346,182.68,186.0063476562
neue,käfig,182.68,186.1289825439,183.36,186.7167358398
welt,der,183.36,186.9126586914,185.06,187.4220428467
einen,sie,185.06,187.4220428467,186.02,188.0032653809
käfig,hält,186.02,188.0032653809,186.76,189.9464874268
der,,187.08,,187.24,
sie,,187.24,,187.64,
hält,,187.64,,189.18,
erfüllung,,225.82,,227.22,
deiner,,227.22,,228.52,
träume,,228.52,,228.52,
erfüllung,,228.52,,228.52,
deiner,,228.52,,228.58,
träume,,228.58,,228.58,
erfüllung,,247.33999999999997,,248.73999999999998,
deiner,,248.73999999999998,,250.14,
träume,,250.14,,250.2,
