whisper_text,actual_text,whisper_start,actual_start,whisper_end,actual_end
dasselbe,das,47.42,47.5392303467,48.02,47.7170066833
zu,selbe,48.02,47.7170066833,48.34,48.1044883728
tun,zu,48.34,48.1795921326,48.56,48.3537406921
ich,tun,48.56,48.4117927551,48.76,48.6204071045
hab,ich,48.76,48.6204071045,48.88,48.7981872559
keinen,hab,48.88,48.7981872559,49.1,48.9741477966
bock,keinen,49.1,48.9741477966,49.3,49.1700668335
mehr,bock,49.3,49.1700668335,49.58,49.433467865
drauf,mehr,49.58,49.521270752,49.92,49.747303009
also,drauf,49.92,49.747303009,50.46,50.0549659729
lass,also,50.46,50.251247406,50.72,50.5941047668
mich,lass,50.72,50.5941047668,50.88,50.7791366577
doch,mich,50.88,50.7791366577,51.08,50.9587287903
in,doch,51.08,50.9587287903,51.28,51.156463623
ruhe,in,51.28,51.156463623,51.56,51.3447608948
keine,ruh,51.66,51.3447608948,51.9,51.574420929
lust,keine,51.9,51.6926994324,52.3,52.0616798401
nein,lust,52.3,52.0616798401,53.02,52.4582328796
nein,nein,53.32,52.777141571,53.64,53.3206367493
nein,nein,53.86,53.3206367493,54.12,53.8630371094
nein,nein,54.2,53.8630371094,54.42,54.2222213745
keine,nein,54.54,54.2222213745,54.78,54.5741500854
lust,keine,54.78,54.5741500854,55.16,54.946395874
ich,lust,56.6,54.946395874,57.24,56.2851715088
hab,ich,57.24,57.1210899353,57.4,57.2720184326
keine,hab,57.4,57.2720184326,57.7,57.3648986816
lust,keine,57.7,57.4585037231,58.08,57.8351020813
nein,lust,58.08,57.8351020813,58.78,58.2225837708
nein,nein,59.1,58.5578231812,59.48,59.1020393372
nein,nein,59.62,59.1020393372,59.94,59.6527900696
nein,nein,59.94,59.6527900696,60.24,60.0097961426
keine,nein,60.26,60.0097961426,60.56,60.3580970764
lust,keine,60.56,60.3580970764,60.94,60.7151031494
ey,lust,61.66,60.7151031494,62.3,61.988571167
ich,ey,62.62,62.1844902039,63.02,62.4500694275
hab,ich,63.02,62.9072113037,63.2,63.0813598633
keine,habe,63.2,63.0813598633,63.48,63.257686615
lust,keine,63.48,63.257686615,63.86,63.614692688
darauf,lust,63.86,63.614692688,64.22,63.9760551453
dass,darauf,64.22,63.9760551453,64.58,64.3352355957
du,dass,64.58,64.5358734131,64.76,64.7053070068
mich,du,64.76,64.7053070068,64.98,64.8750991821
ewig,mich,64.98,64.8750991821,65.34,65.064125061
fertig,ewig,65.34,65.064125061,65.64,65.3278884888
machst,fertig,65.64,65.4302062988,66.04,65.7741470337
mich,machst,66.34,65.7741470337,66.46,66.0723800659
immer,mich,66.46,66.3379592896,66.76,66.5295257568
kritisierst,immer,66.76,66.5295257568,67.42,66.7646255493
und,kritisierst,67.42,66.8734664917,67.56,67.4351043701
dabei,und,67.56,67.4351043701,67.8,67.5265274048
selber,dabei,67.8,67.5983657837,68.16,67.9263458252
gar,selber,68.16,67.9263458252,68.42,68.2318344116
nicht,gar,68.42,68.316734314,68.6,68.4234008789
schaffst,nichts,68.6,68.4974136353,68.96,68.7172775269
keine,schaffst,68.96,68.7172775269,69.32,68.9893875122
lust,keine,69.32,69.0590438843,69.68,69.4095230103
dadurch,lust,69.68,69.4095230103,70.06,69.7643508911
dass,dadurch,70.4,69.7643508911,70.6,70.2824478149
du,dass,70.6,70.4979629517,70.76,70.6742858887
dauernd,du,70.76,70.6742858887,71.16,70.7657165527
etwas,dauernd,71.16,70.85206604,71.46,71.1105651855
hast,etwas,71.46,71.1967315674,71.86,71.5580978394
nie,hast,71.86,71.5580978394,72.36,71.9281616211
passt,nie,72.36,72.2793655396,72.68,72.4027175903
dir,passt,72.68,72.4800033569,72.92,72.8355560303
was,dir,72.92,72.8355560303,73.22,73.0209503174
sondern,was,73.32,73.0209503174,73.6,73.349937439
sagst,sondern,73.6,73.349937439,73.94,73.7371444702
nicht,sagst,73.94,73.7371444702,74.08,73.9207229614
etwas,ich,74.08,73.9207229614,74.36,74.0897979736
sag,hätt,74.36,74.0897979736,74.66,74.2791824341
keine,versagt,74.66,74.2791824341,75.04,74.7406768799
lust,keine,75.04,74.8277587891,75.46,75.1847610474
darauf,lust,75.46,75.1847610474,75.84,75.5330581665
meistens,darauf,76.12,75.5330581665,76.58,76.1817703247
schuld,meistens,76.58,76.2641296387,76.86,76.5975494385
zu,schuld,76.86,76.5975494385,77.08,76.878364563
sein,zu,77.08,76.9574584961,77.54,77.14793396
du,sein,77.54,77.14793396,77.82,77.7121124268
kriegst,du,77.82,77.7121124268,78.04,77.7970046997
gar,kriegst,78.04,77.8797302246,78.18,78.0887069702
nichts,gar,78.18,78.0887069702,78.38,78.2715682983
auf,nichts,78.38,78.2715682983,78.58,78.4428100586
die,auf,78.58,78.4428100586,78.72,78.6242141724
reihe,die,78.72,78.6242141724,79.06,78.8027191162
und,reihe,79.06,78.8027191162,79.24,79.1619033813
lässt,und,79.24,79.1619033813,79.44,79.357460022
dich,lässt,79.44,79.357460022,79.68,79.518913269
auf,dich,79.68,79.518913269,79.94,79.7300643921
sich,auf,79.94,79.7300643921,80.14,79.9586410522
sein,nichts,80.14,80.034828186,80.46,80.2365570068
keine,ein,80.46,80.2365570068,80.86,80.5032196045
lust,keine,80.86,80.5921096802,81.22,80.9817657471
darauf,lust,81.22,80.9817657471,81.64,81.3300704956
immer,darauf,81.92,81.3300704956,82.26,81.7937393188
lust,immer,82.26,82.0614929199,82.56,82.4177780151
haben,lust,82.56,82.4177780151,82.84,82.608253479
zu,haben,82.84,82.608253479,83.04,82.9333343506
müssen,zu,83.04,82.9333343506,83.38,83.1390457153
schließlich,müssen,83.38,83.1390457153,84.1,83.4916992188
musst,schließlich,84.1,83.8146057129,84.34,84.2274856567
du,musst,84.34,84.2274856567,84.48,84.4234008789
ja,du,84.48,84.4234008789,84.68,84.606262207
immer,ja,84.68,84.606262207,85.16,84.7194595337
alles,immer,85.16,84.9393234253,85.56,85.3391418457
besser,alles,85.56,85.3391418457,85.9,85.5902023315
wissen,besser,85.9,85.6772766113,86.24,85.9385070801
keine,wissen,86.24,86.0255813599,86.64,86.2911529541
lust,keine,86.64,86.3782348633,86.98,86.759185791
mir,lust,86.98,86.759185791,87.2,87.1183700562
das,mir,87.2,87.1183700562,87.42,87.2881622314
leben,das,87.42,87.2881622314,87.74,87.4819030762
von,leben,87.74,87.4819030762,88.14,87.7801361084
deppen,von,88.14,88.010887146,88.38,88.1955566406
vermasseln,deppen,88.38,88.1955566406,89.0,88.5355072021
zu,vermasseln,89.0,88.5355072021,89.18,89.0797271729
lassen,zu,89.18,89.0797271729,89.52,89.2168731689
sag,lassen,89.52,89.2756500244,89.94,89.5651702881
mir,sag,89.94,89.8176879883,90.1,89.9947357178
nicht,mir,90.1,89.9947357178,90.32,90.1746902466
ich,nicht,90.48,90.1746902466,90.66,90.3923797607
könnt,ich,90.66,90.5346069336,90.82,90.7058486938
was,könnte,90.82,90.7058486938,91.0,90.8945159912
besser,was,91.0,90.8945159912,91.34,91.075920105
machen,besser,91.34,91.075920105,91.7,91.3567352295
ich,machen,91.7,91.450340271,91.96,91.8073501587
hab,ich,91.96,91.8073501587,92.1,91.9292526245
keine,habe,92.1,91.9822235107,92.4,92.0859832764
lust,keine,92.4,92.164352417,92.74,92.514831543
mir,lust,92.74,92.514831543,92.94,92.8130645752
das,mir,92.94,92.8718338013,93.2,93.0612258911
leben,das,93.2,93.0612258911,93.52,93.2440795898
von,leben,93.52,93.2440795898,93.9,93.5923843384
deppen,von,93.9,93.7980957031,94.18,93.9058532715
vermasseln,deppen,94.18,93.9758758545,94.78,94.3455810547
zu,vermasseln,94.78,94.3455810547,94.94,94.8651275635
lassen,zu,94.94,94.8651275635,95.3,95.0552368164
sag,lassen,95.3,95.0552368164,95.72,95.3556442261
mir,sag,95.72,95.5733337402,95.88,95.7257156372
nicht,mir,95.88,95.7931976318,96.1,95.9608154297
ich,nicht,96.28,95.9608154297,96.46,96.1349639893
könnt,ich,96.46,96.33959198,96.62,96.5006790161
was,könnte,96.62,96.5006790161,96.82,96.7161941528
besser,was,96.82,96.7161941528,97.12,96.8881607056
machen,besser,97.12,96.8881607056,97.44,97.2451705933
ich,machen,97.44,97.2451705933,97.76,97.5974578857
hab,ich,97.76,97.5974578857,97.86,97.7777786255
keine,hab,97.86,97.7777786255,98.18,97.8851699829
lust,keine,98.18,97.9530181885,98.58,98.3140106201
nein,lust,98.58,98.3140106201,99.22,98.7646255493
nein,nein,99.56,99.0450820923,99.94,99.5896606445
nein,nein,100.14,99.5896606445,100.4,100.1251678467
nein,nein,100.42,100.1251678467,100.7,100.4908828735
keine,nein,100.78,100.4908828735,101.06,100.843536377
lust,keine,101.06,100.843536377,101.44,101.2157821655
ich,lust,102.91999999999999,101.2157821655,103.52,102.6351013184
hab,ich,103.52,103.3926544189,103.66,103.5537414551
keine,hab,103.66,103.5537414551,103.98,103.649520874
lust,keine,103.98,103.7213592529,104.36,104.0979614258
nein,lust,104.36,104.0979614258,105.0,104.5638122559
nein,nein,105.36,104.8228607178,105.76,105.3714294434
nein,nein,105.92,105.3714294434,106.18,105.9156494141
nein,nein,106.26,105.9156494141,106.5,106.2770080566
keine,nein,106.52,106.2770080566,106.82,106.6209487915
lust,keine,106.82,106.6209487915,107.2,106.9866638184
ey,lust,108.0,106.9866638184,108.6,108.2427215576
ich,ey,108.84,108.4720153809,109.3,108.8174133301
hab,ich,109.3,109.1787719727,109.46,109.3369598389
keine,hab,109.46,109.3369598389,109.74,109.5183639526
lust,keine,109.74,109.5183639526,110.12,109.8710174561
darauf,lust,110.12,109.8710174561,110.52,110.2367324829
dass,darauf,110.52,110.2367324829,110.86,110.6982345581
du,das,110.86,110.7831268311,111.02,110.9746932983
mich,du,111.02,110.9746932983,111.2,111.144493103
ständig,mich,111.2,111.144493103,111.62,111.2816314697
attackierst,ständig,111.62,111.3382339478,112.4,111.7061233521
mir,attackierst,112.4,111.7061233521,112.68,112.4963302612
sagst,mir,112.68,112.6117019653,112.94,112.7793197632
was,sagst,112.96,112.7793197632,113.06,112.9625396729
ich,was,113.06,112.9625396729,113.22,113.1428604126
zu,ich,113.22,113.1428604126,113.4,113.2952346802
tun,zutun,113.4,113.2952346802,113.6,113.682723999
hab,hab,113.6,113.682723999,113.8,113.8717422485
und,und,113.8,113.8717422485,113.98,114.0393676758
es,es,113.98,114.0393676758,114.14,114.1899337769
selber,selber,114.14,114.1899337769,114.46,114.5599975586
nicht,nicht,114.46,114.5599975586,114.64,114.6775512695
probierst,probierst,114.64,114.7798614502,115.24,115.297958374
keine,keine,115.24,115.297958374,115.56,115.6680297852
lust,lust,115.56,115.6680297852,115.92,116.0402755737
darauf,darauf,115.92,116.0402755737,116.32,116.3842163086
dass,dass,116.32,116.560546875,116.64,116.7542877197
du,du,116.64,116.7542877197,116.84,116.934967041
ewig,ewig,116.84,116.934967041,117.22,117.2027206421
dazwischen,dazwischen,117.22,117.274559021,117.74,117.8078918457
fungst,funkst,117.74,117.8078918457,118.14,118.1474838257
mir,mir,118.14,118.373878479,118.46,118.4653091431
dauernd,dauernd,118.46,118.5545578003,118.9,118.9224472046
alles,alles,118.9,118.9224472046,119.2,119.2816314697
vorhältst,vorhältst,119.2,119.2816314697,119.66,119.6560516357
und,und,119.66,119.6560516357,119.78,119.8345565796
es,es,119.78,119.8345565796,119.94,120.0217666626
selber,selber,119.94,120.0217666626,120.24,120.3787765503
nicht,nicht,120.24,120.3787765503,120.48,120.5507507324
versuchst,versuchst,120.48,120.5507507324,121.02,121.0742874146
keine,keine,121.02,121.0742874146,121.34,121.4563293457
lust,lust,121.34,121.4563293457,121.7,121.8082504272
darauf,darauf,121.7,121.8082504272,122.1,122.152923584
immer,immer,122.1,122.3575515747,122.58,122.6971435547
dasselbe,das,122.58,122.6971435547,123.2,122.9039459229
zu,selbe,123.2,122.9039459229,123.48,123.3752365112
hören,zu,123.48,123.3752365112,123.86,123.6157836914
hältst,hören,123.86,123.6157836914,124.18,123.9684371948
es,hältst,124.18,123.9684371948,124.28,124.1600036621
wohl,es,124.28,124.1600036621,124.52,124.3493881226
nicht,wohl,124.52,124.3493881226,124.66,124.5286178589
so,nicht,124.66,124.5286178589,125.0,124.69115448
möglich,für,125.0,124.889251709,125.3,125.065574646
dass,möglich,125.4,125.065574646,125.54,125.4182281494
mich,dass,125.54,125.4182281494,125.7,125.603263855
sowas,mich,125.7,125.603263855,126.08,125.767616272
manchmal,sowas,126.08,125.767616272,126.36,126.1344223022
stört,manchmal,126.36,126.1344223022,126.72,126.4870758057
keine,stört,126.72,126.4870758057,127.12,126.7635345459
lust,keine,127.12,126.8680267334,127.46,127.2446289062
darauf,lust,127.46,127.2446289062,127.84,127.5951004028
immer,darauf,127.84,127.5951004028,128.32,127.9564590454
dasselbe,immer,128.32,128.1371459961,128.98,128.5093841553
zu,das,128.98,128.5093841553,129.26,128.6878967285
tun,selbe,129.26,128.6878967285,129.52,129.168258667
ich,zu,129.52,129.168258667,129.72,129.3235321045
hab,tun,129.72,129.3844909668,129.86,129.5847625732
keinen,ich,129.86,129.5847625732,130.06,129.7625427246
bock,habe,130.06,129.7625427246,130.26,129.9276123047
mehr,kein,130.26,129.9276123047,130.58,130.0549621582
drauf,bock,130.58,130.1246185303,130.86,130.2900695801
also,mehr,130.86,130.4315643311,131.42,130.6078948975
lass,drauf,131.42,130.6644897461,131.68,131.0084381104
mich,also,131.68,131.2195892334,131.84,131.5657196045
doch,lass,131.84,131.5657196045,132.04,131.7529296875
in,mich,132.04,131.7529296875,132.24,131.9248962402
ruhe,doch,132.24,131.9248962402,132.54,132.1142883301
keine,in,132.54,132.1142883301,132.88,132.2906188965
lust,ruh,132.88,132.2906188965,133.24,132.5540161133
mir,keine,133.24,132.6454467773,133.46,133.0242156982
das,lust,133.46,133.0242156982,133.7,133.3115692139
leben,mir,133.7,133.3812255859,134.0,133.5662536621
von,das,134.0,133.5662536621,134.38,133.7411346436
deppen,leben,134.38,133.7411346436,134.68,134.0821838379
vermasseln,von,134.68,134.2806396484,135.28,134.4634857178
zu,deppen,135.28,134.4634857178,135.44,134.8092498779
lassen,vermasseln,135.44,134.8092498779,135.76,135.3469390869
sag,zu,135.76,135.3469390869,136.2,135.5493927002
mir,lassen,136.2,135.5493927002,136.36,135.8672180176
nicht,sag,136.36,136.0827178955,136.58,136.211151123
ich,mir,136.68,136.2851715088,136.92,136.4549713135
könnt,nicht,136.92,136.4549713135,137.08,136.6116943359
was,ich,137.08,136.8184967041,137.28,136.9861297607
besser,könnte,137.28,136.9861297607,137.6,137.1885681152
machen,was,137.6,137.1885681152,137.96,137.3648986816
ich,besser,137.96,137.3648986816,138.24,137.7153778076
hab,machen,138.24,137.7153778076,138.38,138.0810852051
keine,ich,138.38,138.0810852051,138.66,138.26612854
lust,habe,138.66,138.26612854,139.02,138.4457092285
mir,keine,139.02,138.4457092285,139.24,138.7972717285
das,lust,139.24,138.7972717285,139.48,139.0802764893
leben,mir,139.48,139.156463623,139.78,139.3422241211
von,das,139.78,139.3422241211,140.16,139.5330657959
deppen,leben,140.16,139.5330657959,140.44,139.8987731934
vermasseln,von,140.44,140.0642242432,141.04,140.2340087891
zu,deppen,141.04,140.2340087891,141.22,140.5910186768
lassen,vermasseln,141.22,140.5910186768,141.54,141.1134643555
sag,zu,141.54,141.1134643555,142.0,141.3289794922
mir,lassen,142.0,141.3289794922,142.14,141.6620483398
nicht,sag,142.14,141.8383636475,142.36,141.9711608887
ich,mir,142.54,142.0582275391,142.72,142.2280273438
könnt,nicht,142.72,142.2280273438,142.88,142.4065246582
was,ich,142.88,142.6111602783,143.06,142.7156524658
besser,könnte,143.06,142.7765960693,143.38,142.9594573975
machen,was,143.38,142.9594573975,143.72,143.1357879639
ich,besser,143.72,143.1357879639,144.02,143.5102081299
hab,machen,144.02,143.5102081299,144.12,143.8606872559
keine,ich,144.12,143.8606872559,144.44,144.0330200195
lust,hab,144.44,144.0330200195,144.8,144.1306152344
nein,keine,144.8,144.2158660889,145.54,144.5866699219
nein,lust,145.84,144.5866699219,146.22,144.9186401367
nein,nein,146.4,145.3079376221,146.68,145.8655853271
nein,nein,146.68,145.8655853271,146.96,146.3967285156
keine,nein,147.1,146.3967285156,147.34,146.7667999268
lust,nein,147.34,146.7667999268,147.82,147.1085662842
ich,keine,149.22,147.1085662842,149.78,147.4873504639
hab,lust,149.78,147.4873504639,149.92,148.7107543945
keine,ich,149.92,149.6511535645,150.2,149.8158721924
lust,hab,150.2,149.8158721924,150.62,149.921081543
nein,keine,150.62,149.9972839355,151.3,150.3564605713
nein,lust,151.66,150.3564605713,151.98,150.8135986328
nein,nein,152.18,151.0857086182,152.42,151.6342926025
nein,nein,152.42,151.6342926025,152.72,152.1697998047
keine,nein,152.86,152.1697998047,153.06,152.5420379639
lust,nein,153.06,152.5420379639,153.76,152.888168335
ey,keine,153.76,152.888168335,154.86,153.2571411133
ich,lust,155.28,153.2571411133,155.54,154.4620361328
hab,ey,155.54,154.714553833,155.7,155.0672149658
keine,ich,155.7,155.4459838867,156.0,155.6063537598
lust,hab,156.0,155.6063537598,156.44,155.7834014893
ich,keine,160.72,155.7834014893,161.3,156.1469421387
hab,lust,161.3,156.1469421387,161.48,156.5736083984
keine,nein,161.48,156.8696594238,161.76,157.4116973877
lust,nein,161.76,157.4116973877,162.2,157.9624481201
keine,nein,162.2,157.9624481201,163.18,158.3216400146
lust,nein,163.18,158.3216400146,179.52,158.6829986572
um,keine,179.52,158.6829986572,179.64,159.0374603271
jedes,lust,179.64,159.0374603271,179.88,160.3482971191
leben,ich,179.88,161.2038116455,180.28,161.3790435791
und,hab,180.28,161.3790435791,180.64,161.5804138184
äppeln,keine,180.64,161.5804138184,181.0,161.9326934814
vermasselt,lust,181.0,161.9326934814,181.54,162.3031311035
zu,nein,181.54,162.6641235352,181.72,163.205078125
lassen,nein,181.72,163.205078125,182.06,163.7289733887
sag,nein,182.06,163.7289733887,182.48,164.1055755615
mir,nein,182.48,164.1055755615,182.62,164.4560546875
nicht,keine,182.62,164.4560546875,182.86,164.8326568604
ich,lust,183.1,164.8326568604,183.18,165.9907531738
könnt,ey,183.18,166.4609527588,183.34,166.6699371338
was,ich,183.34,167.0037231445,183.54,167.160446167
besser,hab,183.54,167.160446167,183.86,167.275100708
machen,keine,183.86,167.3498382568,184.24,167.7180938721
ich,lust,184.24,167.7180938721,184.5,168.045715332
hab,nein,184.5,168.4331970215,184.64,168.9904785156
keine,nein,184.64,168.9904785156,184.94,169.5238037109
lust,nein,184.94,169.5238037109,185.3,169.8916931152
um,nein,185.3,169.8916931152,185.42,170.1921081543
jedes,keine,185.42,170.2476196289,185.66,170.6107940674
leben,lust,185.66,170.6107940674,186.06,172.1251678467
der,ich,186.44,172.7760620117,186.6,172.9574584961
pfeffermas,hab,186.6,172.9574584961,187.2,173.0742797852
hinzulassen,keine,187.2,173.1308898926,187.84,173.49659729
sag,lust,187.96,173.49659729,188.26,173.8100738525
mir,nein,188.26,174.2193145752,188.4,174.7784118652
nicht,nein,188.4,174.7784118652,188.64,175.3117523193
ich,nein,188.8,175.3117523193,188.98,175.6691131592
könnte,nein,188.98,175.6691131592,189.14,175.9521026611
das,keine,189.14,176.0279388428,189.32,176.3845825195
besser,lust,189.32,176.3845825195,189.64,176.8576812744
machen,nein,189.64,177.123260498,190.02,177.660949707
ich,nein,190.18,177.660949707,190.28,178.2138824463
hab,nein,190.28,178.2138824463,190.4,178.5556488037
keine,nein,190.4,178.5556488037,190.72,178.9148254395
lust,keine,190.72,178.9148254395,191.1,179.2888946533
nein,lust,191.44,179.2888946533,191.88,179.5552825928
nein,mir,192.12,179.6440887451,192.48,179.8334655762
nein,das,192.66,179.8334655762,192.9,180.0032653809
nein,leben,193.02,180.0032653809,193.22,180.3406829834
keine,von,193.34,180.5431365967,193.58,180.7194519043
lust,deppen,193.58,180.7194519043,193.96,181.0699310303
ich,vermasseln,195.52,181.0699310303,196.04,181.614151001
hab,zu,196.04,181.614151001,196.2,181.8057098389
keine,lassen,196.2,181.8057098389,196.52,182.1257171631
lust,sag,196.52,182.339050293,196.88,182.548034668
nein,mir,197.22,182.548034668,197.64,182.7178192139
nein,nicht,197.9,182.7178192139,198.26,182.9050292969
nein,ich,198.44,183.0835418701,198.7,183.251159668
nein,könnte,198.84,183.251159668,199.02,183.4535980225
keine,was,199.12,183.4535980225,199.32,183.6233978271
lust,besser,199.32,183.6233978271,199.72,183.9804077148
ey,machen,200.88,183.9804077148,201.18,184.3548278809
ich,ich,201.56,184.3548278809,201.82,184.5057525635
hab,habe,201.82,184.5057525635,201.98,184.6116943359
keine,keine,201.98,184.700958252,202.28,185.0579528809
lust,lust,202.28,185.0579528809,202.68,185.3387756348
ich,mir,206.71999999999997,185.4323883057,207.23999999999998,185.6076202393
hab,das,207.23999999999998,185.6076202393,207.76,185.7904815674
keine,leben,207.76,185.7904815674,208.08,186.1224517822
lust,von,208.08,186.3249053955,208.5,186.4968719482
ich,deppen,209.28,186.4968719482,209.42,186.8516998291
hab,vermasseln,209.42,186.8516998291,209.54,187.4285736084
keine,zu,209.54,187.4285736084,209.54,187.6088867188
lust,lassen,209.54,187.6088867188,209.8,187.8987731934
ich,sag,210.0,188.1092071533,210.12,188.3145599365
hab,mir,210.12,188.3145599365,213.52,188.4974212646
keine,nicht,213.52,188.4974212646,213.86,188.6606750488
lust,ich,213.86,188.8769226074,214.26,189.0438079834
ich,könnte,218.58,189.0438079834,219.18,189.2252197266
hab,was,219.18,189.2252197266,219.32,189.4095306396
keine,besser,219.32,189.4095306396,219.64,189.7621765137
lust,machen,219.64,189.7621765137,220.08,190.1344146729
ich,ich,224.32,190.1344146729,224.92,190.3060302734
hab,hab,224.92,190.3060302734,225.1,190.4065246582
keine,keine,225.1,190.478729248,225.38,190.7543792725
lust,lust,225.38,190.8462524414,225.84,191.2337341309
,nein,,191.5602722168,,192.1088409424
,nein,,192.1088409424,,192.6508789062
,nein,,192.6508789062,,193.0122375488
