whisper_text,actual_text,whisper_start,actual_start,whisper_end,actual_end
to,enough,129.9,129.5755310059,130.14,129.9555511475
find,to,130.14,130.02784729,130.64,130.2131500244
our,find,130.64,130.3079681396,131.5,130.6412658691
own,our,131.5,131.3005065918,131.98,131.5318756104
line,own,131.98,131.6089935303,132.52,132.1630554199
we,line,137.82000000000002,132.1630554199,138.58,132.5714263916
may,we,138.58,138.4671020508,138.94,138.6753692627
cut,make,138.94,138.7410583496,139.22,139.0440979004
and,art,139.22,139.0440979004,139.4,139.218460083
stuff,and,139.4,139.218460083,139.76,139.3646240234
but,stuff,139.96,139.3646240234,140.36,139.881362915
they,but,140.36,140.1698913574,140.56,140.3764190674
just,they,140.56,140.3764190674,141.06,140.6302032471
stay,just,141.06,140.771987915,141.32,141.1379699707
blind,stay,141.32,141.1379699707,141.84,141.4326782227
so,blind,146.98,141.4326782227,147.72,142.1844940186
many,so,147.72,147.5457763672,148.04,147.8078460693
problems,many,148.04,147.8078460693,148.6,148.1381988525
so,problems,149.28,148.1381988525,150.02,148.9197235107
many,so,150.02,149.814956665,150.36,150.0950469971
close,many,150.36,150.0950469971,150.72,150.4773406982
friends,close,150.72,150.4773406982,151.18,150.7912750244
and,friends,151.8,150.7912750244,152.34,151.7206420898
when,and,152.34,152.1867980957,152.56,152.3845214844
its,when,152.56,152.3845214844,152.92,152.5608825684
gonna,its,152.92,152.6196594238,153.24,152.9508209229
rain,gonna,153.24,152.9508209229,153.82,153.376159668
im,rain,154.52,153.376159668,154.78,153.9773254395
in,how,154.78,154.4896240234,154.92,154.7409973145
your,many,154.92,154.7409973145,155.1,155.0121459961
sand,gonna,155.1,155.0121459961,155.52,155.3044433594
so,stand,155.52,155.3044433594,156.86,155.6172332764
many,so,156.86,156.7247772217,157.16,156.9588470459
problems,many,157.16,156.9588470459,157.72,157.2884216309
so,problems,158.3,157.2884216309,159.16,158.0480651855
many,so,159.16,158.9721984863,159.48,159.2262115479
close,many,159.48,159.2262115479,159.86,159.5646209717
friends,close,159.86,159.6352386475,160.3,159.8525238037
and,friends,161.2,159.8525238037,161.48,160.8344726562
when,and,161.48,161.3420410156,161.7,161.5251159668
its,when,161.7,161.5251159668,162.02,161.7526702881
gonna,its,162.02,161.7526702881,162.36,162.0422058105
rain,gonna,162.36,162.0422058105,162.92,162.4557495117
im,rain,163.64,162.4557495117,163.9,163.1201782227
in,how,163.9,163.6205444336,164.06,163.9211730957
your,many,164.06,163.9211730957,164.24,164.2155914307
sand,gonna,164.24,164.2155914307,164.6,164.3835601807
ok,stand,164.6,164.3835601807,166.54,164.7310638428
it,,179.08,,180.2,
suffers,,180.2,,180.22,
suddenly,,180.22,,180.24,
in,,181.22,,183.98,
your,,183.98,,184.04,
bag,,184.04,,184.12,
so,,184.12,,184.12,
many,,184.12,,184.36,
problems,,184.36,,184.38,
so,,184.38,,184.38,
many,,184.38,,184.38,
close,,184.38,,184.38,
friends,,184.38,,184.38,
youre,,184.38,,184.38,
afraid,,184.38,,184.38,
im,,187.16,,187.16,
afraid,,187.16,,187.16,
of,,187.16,,188.04,
me,,188.04,,188.22,
thank,,188.22,,188.54,
you,,188.54,,189.52,
