whisper_text,actual_text,whisper_start,actual_start,whisper_end,actual_end
glied,wunderschönen,49.18,48.5892066956,49.44,49.1885719299
ich,glied,49.44,49.1885719299,49.76,49.5542869568
bin,ich,49.76,49.5542869568,49.98,49.7922897339
ein,bin,49.98,49.7922897339,50.38,50.0912475586
freak,ein,50.38,50.0912475586,50.92,50.3640823364
ein,freak,51.22,50.3640823364,51.48,51.0519714355
freak,ein,51.48,51.2812690735,52.12,51.5526542664
glaub,freak,52.12,51.5526542664,52.64,52.2493896484
mir,glaube,52.64,52.4816322327,52.78,52.7602729797
nicht,nicht,52.78,52.7602729797,52.94,52.8995933533
dass,dass,52.94,52.8995933533,53.08,53.1388664246
es,es,53.08,53.1388664246,53.2,53.2375526428
für,für,53.2,53.2375526428,53.34,53.3407707214
mich,mich,53.34,53.3407707214,53.52,53.5742416382
hier,hier,53.52,53.5742416382,53.66,53.7355117798
etwas,etwas,53.66,53.7355117798,53.94,54.0096130371
gibt,gibt,53.94,54.0096130371,54.2,54.3143768311
ich,ich,54.2,54.3143768311,54.52,54.5872116089
bin,bin,54.52,54.5872116089,54.76,54.8752822876
ein,ein,54.76,54.8752822876,55.1,55.1733322144
freak,freak,55.1,55.1733322144,55.82,55.8868026733
ein,ein,56.02,56.0819969177,56.28,56.3343315125
freak,freak,56.28,56.3343315125,56.88,57.0414047241
rede,rede,56.88,57.2770957947,57.46,57.5092964172
ständig,ständig,57.46,57.5092964172,57.76,57.8960533142
nur,nur,57.76,57.8960533142,57.98,58.0208625793
von,von,57.98,58.0208625793,58.14,58.168888092
meiner,meiner,58.14,58.168888092,58.4,58.4380950928
scheiß,scheiß,58.4,58.4380950928,58.62,58.6361923218
musik,musik,58.62,58.6361923218,58.86,59.1180038452
ich,ich,58.86,59.1180038452,59.32,59.3937416077
bin,bin,59.32,59.3937416077,59.52,59.6897964478
ein,ein,59.52,59.6897964478,59.9,59.9546470642
freak,freak,59.9,59.9546470642,60.52,60.6376419067
ein,ein,60.62,60.8653068542,61.08,61.1178245544
freak,freak,61.08,61.1178245544,61.68,61.783946991
glaub,glaube,61.68,62.0930595398,62.26,62.4009056091
mir,nicht,62.26,62.4009056091,62.36,62.5980949402
nicht,dass,62.36,62.5980949402,62.52,62.7141952515
dass,mich,62.64,62.7141952515,62.64,62.8273925781
mich,von,62.64,62.8273925781,62.78,63.0046272278
von,euch,62.78,63.0046272278,62.94,63.2018127441
euch,jemand,62.94,63.2018127441,63.16,63.4398193359
hier,besiegt,63.16,63.4398193359,63.3,63.8984107971
machen,ich,63.3,63.8984107971,63.44,64.2031784058
will,bin,63.44,64.2031784058,63.64,64.4847183228
sieg,ein,63.64,64.4847183228,63.98,64.7892990112
ich,freak,63.98,64.7892990112,64.18,65.2712936401
bin,ich,64.18,65.1029510498,64.4,65.1755065918
ein,würd,64.4,65.1755065918,64.76,65.2691192627
freak,so,64.76,65.2683868408,65.08,65.4193191528
ich,gern,65.08,65.4193191528,65.16,65.6050796509
würde,den,65.16,65.6050796509,65.22,65.7066650391
so,ganzen,65.22,65.7066650391,65.36,66.0085296631
gerne,tag,65.36,66.0085296631,65.54,66.3016815186
den,musiziern,65.54,66.3016815186,65.74,67.6331939697
ganzen,so,65.74,68.0489807129,65.94,68.2405471802
tag,mit,65.94,68.2405471802,66.24,68.4321060181
musizieren,hoes,66.24,68.4321060181,67.54,68.7833099365
zum,und,67.54,68.7833099365,68.22,68.9748764038
betoß,cocain,68.22,68.9748764038,68.7,69.7714309692
und,wer,68.7,69.7714309692,68.9,69.8862609863
pro,das,68.9,69.8862609863,69.24,70.1039428711
game,nicht,69.24,70.1039428711,69.58,70.2055358887
wenn,will,69.58,70.2055358887,69.86,70.3709716797
das,kann,69.86,70.3709716797,70.04,70.5131988525
nicht,bei,70.04,70.5131988525,70.16,70.6525192261
früher,mir,70.16,70.6525192261,70.36,70.7889328003
kann,oral,70.48,70.7889328003,70.48,71.3186416626
bei,probieren,70.48,71.3839492798,70.62,72.5463943481
mir,könnte,70.62,72.8816299438,70.8,73.1386871338
oral,sofort,70.8,73.1386871338,71.3,73.7044906616
probieren,los,71.3,73.775604248,72.32,74.1297073364
könnte,gehn,72.82,74.1297073364,73.22,74.5697937012
sofort,hört,73.22,74.5697937012,73.62,74.6858978271
losgehen,sich,73.62,74.6858978271,74.38,74.8901596069
hört,das,74.38,74.8901596069,74.66,75.0410919189
sich,an,74.66,75.0410919189,74.8,75.1629943848
das,als,74.8,75.1629943848,75.0,75.3545608521
an,würd,75.0,75.3545608521,75.2,75.4619522095
als,ich,75.24,75.4619522095,75.3,75.5682525635
würde,spanisch,75.3,75.5682525635,75.46,76.2049865723
ich,verstehn,75.46,76.2049865723,75.56,77.2723846436
spanisch,una,75.56,77.7026748657,76.12,78.0246734619
verstehen,loco,76.12,78.0246734619,76.74,78.419593811
ich,pendejo,78.8,78.419593811,79.44,79.1270751953
zeig,ich,79.44,79.3628997803,79.68,79.4760971069
dir,zeig,79.68,79.4760971069,79.78,79.6821746826
einfach,dir,79.78,79.6821746826,80.02,79.8098831177
meine,einfach,80.02,79.8098831177,80.34,80.1465759277
penis,meinen,80.34,80.1465759277,80.96,80.375869751
umgehen,penis,80.96,80.375869751,81.64,81.0231323242
ich,und,81.64,81.0231323242,82.36,81.2930603027
bin,geh,82.36,81.2930603027,82.52,81.9635391235
interessiert,ich,82.52,82.2102508545,83.1,82.3698883057
an,bin,83.1,82.3698883057,83.28,82.4946975708
dem,interessiert,83.28,82.4946975708,83.42,83.0497970581
heser,an,83.42,83.1361465454,83.86,83.2609558105
ich,dem,102.28,83.2609558105,103.16,83.4234924316
schließ,echo,103.16,83.4234924316,103.58,83.7311553955
mich,ich,103.58,102.8934249878,103.94,103.1488418579
ein,schließ,103.94,103.1488418579,104.66,103.6654891968
und,mich,104.66,103.6654891968,105.52,104.0950546265
komm,ein,105.52,104.0950546265,105.98,104.9309768677
nicht,und,105.98,105.2937850952,106.4,105.5956497192
raus,komm,106.4,105.5956497192,106.9,106.0803604126
ich,nicht,106.9,106.0803604126,107.34,106.4780044556
bin,raus,107.34,106.4780044556,107.62,107.1310653687
ein,ich,107.62,107.1310653687,108.0,107.4097061157
freak,bin,108.0,107.4097061157,108.62,107.6738357544
ein,ein,108.76,107.6738357544,109.1,107.9582748413
freak,freak,109.1,107.9582748413,109.72,108.6868057251
rede,ein,109.72,108.878364563,110.28,109.1483001709
ständig,freak,110.28,109.1483001709,110.6,109.8557815552
von,rede,110.6,110.0916137695,110.8,110.3470306396
meinem,ständig,110.8,110.3470306396,110.98,110.6256713867
wunderschönen,von,110.98,110.6256713867,111.56,110.8114318848
glied,meinem,111.56,110.8114318848,111.86,110.9739685059
ich,wunderschönen,111.86,110.9739685059,112.16,111.5922012329
bin,glied,112.16,111.5922012329,112.4,111.9201812744
ein,ich,112.4,111.9201812744,112.72,112.1988220215
freak,bin,112.72,112.1988220215,113.32,112.3903884888
ein,ein,113.48,112.4948730469,113.88,112.6806335449
freak,freak,113.88,112.7648086548,114.5,113.4585037231
glaub,ein,114.5,113.6790924072,115.06,113.9635391235
mir,freak,115.06,113.9635391235,115.18,114.5672531128
nicht,glaube,115.18,114.8865280151,115.32,115.0839004517
dass,nicht,115.36,115.0839004517,115.48,115.3567352295
es,dass,115.48,115.3567352295,115.6,115.5308837891
für,es,115.6,115.5308837891,115.74,115.6208648682
mich,für,115.74,115.6208648682,115.92,115.77759552
hier,mich,115.92,115.77759552,116.06,115.966255188
etwas,hier,116.06,115.966255188,116.32,116.0968704224
gibt,etwas,116.32,116.0968704224,116.6,116.3958282471
ich,gibt,116.6,116.3958282471,116.94,116.6614074707
bin,ich,116.94,116.7499313354,117.18,116.934967041
ein,bin,117.18,116.9966430664,117.58,117.1882095337
freak,ein,117.58,117.2520599365,118.12,117.4806365967
ein,freak,118.34,117.5568237305,118.68,118.2534255981
freak,ein,118.68,118.4856262207,118.94000000000001,118.7410430908
rede,freak,119.34,118.7410430908,119.86,119.3708877563
ständig,rede,119.86,119.6698379517,120.16,119.9397735596
nur,ständig,120.16,119.9397735596,120.36,120.290977478
von,nur,120.36,120.290977478,120.54,120.3983688354
meiner,von,120.54,120.3983688354,120.8,120.5754165649
scheiß,meiner,120.8,120.5754165649,121.02,120.8308410645
musik,scheiß,121.02,120.8308410645,121.28,121.0369186401
ich,musik,121.28,121.0369186401,121.74,121.4345550537
bin,ich,121.74,121.5390472412,121.98,121.7973709106
ein,bin,121.98,121.7973709106,122.32,122.0150604248
freak,ein,122.32,122.0876159668,122.92,122.2748336792
ein,freak,123.1,122.3372344971,123.46,123.0846252441
freak,ein,123.46,123.2689361572,124.12,123.5243530273
glaube,freak,124.12,123.5243530273,124.7,124.2906112671
nicht,glaube,124.7,124.4705657959,124.9,124.7782287598
dass,nicht,124.92,124.7782287598,125.04,124.9756011963
mich,dass,125.04,124.9756011963,125.18,125.0771865845
von,mich,125.18,125.0771865845,125.34,125.2658538818
euch,von,125.34,125.2658538818,125.54,125.3935623169
jemand,euch,125.54,125.3935623169,125.78,125.5967330933
bezieht,jemand,125.78,125.5967330933,126.26,125.8666687012
ich,besiegt,126.26,125.8666687012,126.56,126.17578125
bin,ich,126.56,126.328163147,126.82,126.5951919556
ein,bin,126.82,126.5951919556,127.14,126.8041687012
freak,ein,127.14,126.8738327026,127.52,127.1067581177
wenn,freak,127.52,127.1844024658,127.64,127.4978713989
du,während,127.64,127.4978713989,127.76,127.6575088501
sprichst,du,127.76,127.6575088501,128.08,127.7474822998
bin,sprichst,128.08,127.7474822998,128.24,128.0754699707
ich,bin,128.24,128.0754699707,128.4,128.2873535156
in,ich,128.4,128.2873535156,128.58,128.4556884766
gedanken,in,128.58,128.4556884766,128.96,128.5572814941
nackt,gedanken,128.96,128.5572814941,129.36,128.9926605225
ich,nackt,129.36,128.9926605225,129.86,129.4062652588
trage,ich,129.86,129.753112793,130.16,129.9069366455
nur,trage,130.16,129.9069366455,130.32,130.2287597656
meine,nur,130.32,130.2287597656,130.6,130.3916625977
gitarre,meine,130.6,130.3916625977,131.24,130.6586914062
ich,gitarre,131.24,130.6586914062,132.28,131.3610839844
hör,ich,132.28,132.1737823486,132.44,132.3450317383
nicht,hör,132.44,132.3450317383,132.6,132.49269104
hier,nicht,132.6,132.49269104,132.74,132.6672058105
ob,hin,132.8,132.6672058105,132.92,132.7891082764
irgendjemand,ob,132.92,132.7891082764,133.46,132.9342346191
etwas,irgendjemand,133.46,132.9342346191,133.72,133.5060272217
sagt,etwas,133.72,133.5060272217,134.12,133.8166046143
ich,sagt,134.12,133.8166046143,134.64,134.19972229
glaub,ich,134.64,134.570526123,134.84,134.7328491211
die,glaub,134.94,134.7328491211,134.98,134.924987793
reden,die,134.98,134.924987793,135.22,135.0124206543
über,reden,135.22,135.0124206543,135.52,135.3229980469
mathe,über,135.52,135.3229980469,135.98,135.5755157471
wenn,mathe,136.6,135.5755157471,137.12,136.2242126465
du,während,137.12,136.9861297607,137.3,137.2618560791
sprichst,du,137.3,137.2618560791,137.68,137.3627166748
bin,sprichst,137.7,137.3627166748,137.88,137.7110137939
ich,bin,137.88,137.7110137939,138.0,137.9199981689
in,ich,138.0,137.9199981689,138.2,138.0513305664
gedanken,in,138.2,138.0513305664,138.54,138.1761474609
nackt,gedanken,138.54,138.1761474609,138.98,138.6165924072
ich,nackt,138.98,138.6165924072,139.44,138.9844970703
trage,ich,139.44,139.3810424805,139.76,139.4938812256
nur,trage,139.76,139.4938812256,139.92,139.8044433594
meine,nur,139.92,139.8044433594,140.18,139.9698791504
gitarre,meine,140.18,139.9698791504,140.82,140.2401885986
ich,gitarre,141.38,140.2401885986,141.9,141.1265258789
hör,ich,141.9,141.8260345459,142.08,142.0016326904
nicht,hör,142.08,142.0016326904,142.22,142.1090240479
hier,nicht,142.22,142.1090240479,142.4,142.2425384521
ob,hin,142.44,142.2425384521,142.54,142.4108886719
irgendjemand,ob,142.54,142.4108886719,143.06,142.5618133545
etwas,irgendjemand,143.06,142.5618133545,143.32,143.136505127
sagt,etwas,143.32,143.136505127,143.72,143.4049835205
ich,sagt,143.72,143.4049835205,144.26,143.791015625
glaub,ich,144.26,144.1665344238,144.42,144.303314209
ich,glaub,144.52,144.303314209,144.58,144.4745635986
sitze,ich,144.58,144.4745635986,144.88,144.6109771729
in,sitze,144.88,144.6109771729,145.04,144.8780059814
der,in,145.04,144.8780059814,145.14,145.0666656494
kacke,der,145.14,145.0666656494,145.48,145.1798706055
ich,kacke,145.48,145.1798706055,145.74,145.4788208008
bin,ich,145.74,145.4788208008,146.0,145.803894043
ein,bin,146.0,145.803894043,146.36,146.1115570068
freak,ein,146.36,146.1115570068,147.0,146.3815002441
ein,freak,147.06,146.3815002441,147.48,147.0497894287
freak,ein,147.48,147.272567749,148.1,147.5453948975
rede,freak,148.1,147.5453948975,148.68,148.2492523193
ständig,rede,148.68,148.5231781006,149.0,148.7180023193
von,ständig,149.0,148.7180023193,149.2,149.0953216553
meinem,von,149.2,149.0953216553,149.34,149.2462615967
wunderschönen,meinem,149.34,149.2462615967,149.98,149.38230896
glied,wunderschönen,149.98,149.38230896,150.26,149.9776916504
ich,glied,150.26,149.9776916504,150.56,150.3346862793
bin,ich,150.56,150.3346862793,150.8,150.6046295166
ein,bin,150.8,150.6046295166,151.14,150.8092498779
freak,ein,151.14,150.8977813721,151.72,151.0980529785
ein,freak,151.88,151.1648101807,152.26,151.8548736572
freak,ein,152.26,152.0848999023,152.92,152.3624420166
glaub,freak,152.92,152.3624420166,153.44,153.0579528809
mir,glaube,153.44,153.2897949219,153.58,153.5651702881
nicht,nicht,153.58,153.5651702881,153.74,153.7451171875
dass,dass,153.74,153.7451171875,153.88,153.939956665
es,es,153.88,153.939956665,154.0,154.0324707031
für,für,154.0,154.0324707031,154.14,154.1863098145
mich,mich,154.14,154.1863098145,154.3,154.3430328369
hier,hier,154.3,154.3430328369,154.44,154.4997711182
etwas,etwas,154.44,154.4997711182,154.74,154.7958221436
gibt,gibt,154.74,154.7958221436,154.98,155.1180114746
ich,ich,154.98,155.1180114746,155.32,155.3792266846
bin,bin,155.32,155.3792266846,155.56,155.6607666016
ein,ein,155.56,155.6607666016,155.9,155.9510192871
freak,freak,155.9,155.9510192871,156.54,156.634552002
ein,ein,156.56,156.8623962402,157.08,157.1352386475
freak,freak,157.08,157.1352386475,157.7,157.8557891846
rede,rede,157.7,158.0959625244,158.22,158.3049468994
ständig,ständig,158.22,158.3049468994,158.54,158.6909790039
nur,nur,158.54,158.6909790039,158.76,158.7867584229
von,von,158.76,158.7867584229,158.92,158.9812316895
meiner,meiner,158.92,158.9812316895,159.2,159.2544250488
scheiß,scheiß,159.2,159.2544250488,159.42,159.4514312744
musik,musik,159.42,159.4514312744,159.66,159.9216308594
ich,ich,159.66,159.9216308594,160.14,160.2060699463
bin,bin,160.14,160.2060699463,160.38,160.4789123535
ein,ein,160.38,160.4789123535,160.72,160.724899292
freak,freak,160.72,160.724899292,161.34,161.4672088623
ein,ein,161.42,161.6544189453,161.86,161.9323425293
freak,freak,161.86,161.9323425293,162.58,162.690612793
glaube,glaube,162.58,162.8702087402,163.1,163.1952819824
nicht,nicht,163.1,163.1952819824,163.3,163.3346099854
dass,dass,163.36,163.3346099854,163.46,163.4739227295
mich,mich,163.46,163.4739227295,163.58,163.6600494385
von,von,163.58,163.6600494385,163.74,163.7989959717
euch,euch,163.74,163.7989959717,163.94,163.9880218506
jemand,jemand,163.94,163.9880218506,164.14,164.2231292725
bezieht,besiegt,164.14,164.2231292725,164.54,164.5932006836
ich,ich,164.54,164.7194519043,164.94,165.0068054199
bin,bin,164.94,165.0068054199,165.22,165.3086547852
ein,ein,165.22,165.3086547852,165.54,165.5553741455
freak,freak,165.54,165.5553741455,168.52,166.5915679932
ich,ich,168.52,169.4603118896,169.72,169.7131958008
bin,bin,169.72,169.7955627441,170.02,170.0126953125
ein,ein,170.02,170.0850830078,170.34,170.3041229248
freak,freak,170.34,170.3771362305,173.92,171.3806762695
ich,ich,173.92,174.3267059326,174.5,174.5095672607
bin,bin,174.5,174.570526123,174.78,174.85206604
ein,ein,174.78,174.85206604,175.16,175.0806274414
freak,freak,175.16,175.156829834,178.8,176.1697998047
ich,ich,178.8,179.1379547119,179.28,179.4024505615
bin,bin,179.28,179.4024505615,179.58,179.6701965332
ein,ein,179.58,179.6701965332,179.92,179.951385498
freak,freak,179.92,179.951385498,181.6,180.9284362793
glaube,glaube,181.6,182.0897979736,182.3,182.386932373
nicht,nicht,182.3,182.386932373,182.5,182.5763244629
dass,dass,182.56,182.5763244629,182.66,182.6869812012
mich,mich,182.66,182.6869812012,182.78,182.8368225098
von,von,182.78,182.8368225098,182.94,182.9892120361
euch,euch,182.94,182.9892120361,183.14,183.1974639893
jemand,jemand,183.14,183.1974639893,183.36,183.4666595459
bezieht,besiegt,183.36,183.4666595459,183.72,183.928894043
ich,ich,183.72,183.928894043,183.88,184.2082519531
bin,bin,183.88,184.2082519531,184.36,184.4876251221
ein,ein,184.36,184.4876251221,184.72,184.772064209
freak,freak,184.72,184.772064209,185.32,185.3648986816
ich,,185.32,,185.6,
bin,,185.6,,185.6,
ein,,185.6,,185.6,
freak,,185.6,,185.6,
ich,,185.6,,186.12,
bin,,186.12,,187.92,
ein,,187.92,,187.98,
freak,,187.98,,188.08,
untertitelung,,188.08,,188.36,
des,,188.36,,188.36,
zdf,,188.36,,188.38,
2020,,188.38,,188.38,
